,title,date,article_id,url,main_topic,all_topics,authors,year
576,VMSMO: Learning to Generate Multimodal Summary for Video-based News Articles,2020-10-12 02:19:16+00:00,2010.05406v1,http://arxiv.org/abs/2010.05406v1,cs.CL,cs.CL;cs.CV,Mingzhe Li;Xiuying Chen;Shen Gao;Zhangming Chan;Dongyan Zhao;Rui Yan,2020
577,Is ChatGPT a Good NLG Evaluator? A Preliminary Study,2023-03-07 16:57:20+00:00,2303.04048v2,http://arxiv.org/abs/2303.04048v2,cs.CL,cs.CL;cs.AI,Jiaan Wang;Yunlong Liang;Fandong Meng;Zengkui Sun;Haoxiang Shi;Zhixu Li;Jinan Xu;Jianfeng Qu;Jie Zhou,2023
578,ViT5: Pretrained Text-to-Text Transformer for Vietnamese Language Generation,2022-05-13 06:08:35+00:00,2205.06457v2,http://arxiv.org/abs/2205.06457v2,cs.CL,cs.CL;cs.AI,Long Phan;Hieu Tran;Hieu Nguyen;Trieu H. Trinh,2022
579,Evaluation of Transfer Learning for Polish with a Text-to-Text Model,2022-05-18 09:17:14+00:00,2205.08808v1,http://arxiv.org/abs/2205.08808v1,cs.CL,cs.CL;cs.LG,Aleksandra Chrabrowa;Łukasz Dragan;Karol Grzegorczyk;Dariusz Kajtoch;Mikołaj Koszowski;Robert Mroczkowski;Piotr Rybak,2022
580,Features in Extractive Supervised Single-document Summarization: Case of Persian News,2019-09-06 09:04:14+00:00,1909.02776v2,http://arxiv.org/abs/1909.02776v2,cs.CL,cs.CL;cs.IR,Hosein Rezaei;Seyed Amid Moeinzadeh;Azar Shahgholian;Mohamad Saraee,2019
581,Documentation of Machine Learning Software,2020-01-30 00:01:28+00:00,2001.11956v1,http://arxiv.org/abs/2001.11956v1,cs.SE,cs.SE;cs.LG,Yalda Hashemi;Maleknaz Nayebi;Giuliano Antoniol,2020
582,Towards a Neural Network Approach to Abstractive Multi-Document Summarization,2018-04-24 13:24:08+00:00,1804.09010v1,http://arxiv.org/abs/1804.09010v1,cs.CL,cs.CL,Jianmin Zhang;Jiwei Tan;Xiaojun Wan,2018
583,Using Synchronic and Diachronic Relations for Summarizing Multiple Documents Describing Evolving Events,2007-10-18 13:24:26+00:00,0710.3502v1,http://arxiv.org/abs/0710.3502v1,cs.CL,cs.CL;cs.IR,Stergos D. Afantenos;V. Karkaletsis;P. Stamatopoulos;C. Halatsis,2007
584,Attend to the beginning: A study on using bidirectional attention for extractive summarization,2020-02-09 17:46:22+00:00,2002.03405v3,http://arxiv.org/abs/2002.03405v3,cs.CL,cs.CL;cs.LG,Ahmed Magooda;Cezary Marcjan,2020
585,WikiDes: A Wikipedia-Based Dataset for Generating Short Descriptions from Paragraphs,2022-09-27 01:28:02+00:00,2209.13101v1,http://arxiv.org/abs/2209.13101v1,cs.CL,cs.CL,Hoang Thang Ta;Abu Bakar Siddiqur Rahman;Navonil Majumder;Amir Hussain;Lotfollah Najjar;Newton Howard;Soujanya Poria;Alexander Gelbukh,2022
586,Topic Detection and Summarization of User Reviews,2020-05-30 02:19:08+00:00,2006.00148v1,http://arxiv.org/abs/2006.00148v1,cs.CL,cs.CL,Pengyuan Li;Lei Huang;Guang-jie Ren,2020
587,LongEval: Guidelines for Human Evaluation of Faithfulness in Long-form Summarization,2023-01-30 21:31:48+00:00,2301.13298v1,http://arxiv.org/abs/2301.13298v1,cs.CL,cs.CL,Kalpesh Krishna;Erin Bransom;Bailey Kuehl;Mohit Iyyer;Pradeep Dasigi;Arman Cohan;Kyle Lo,2023
588,Conducting sparse feature selection on arbitrarily long phrases in text corpora with a focus on interpretability,2015-11-20 23:39:48+00:00,1511.06798v2,http://arxiv.org/abs/1511.06798v2,cs.CL,cs.CL;cs.IR;stat.AP,Luke Miratrix;Robin Ackerman,2015
589,Length-controllable Abstractive Summarization by Guiding with Summary Prototype,2020-01-21 04:01:58+00:00,2001.07331v1,http://arxiv.org/abs/2001.07331v1,cs.CL,cs.CL,Itsumi Saito;Kyosuke Nishida;Kosuke Nishida;Atsushi Otsuka;Hisako Asano;Junji Tomita;Hiroyuki Shindo;Yuji Matsumoto,2020
590,GPT2MVS: Generative Pre-trained Transformer-2 for Multi-modal Video Summarization,2021-04-26 10:50:37+00:00,2104.12465v1,http://arxiv.org/abs/2104.12465v1,cs.CV,cs.CV;cs.AI;cs.CL;cs.MM,Jia-Hong Huang;Luka Murn;Marta Mrak;Marcel Worring,2021
591,Latent Prompt Tuning for Text Summarization,2022-11-03 14:18:48+00:00,2211.01837v2,http://arxiv.org/abs/2211.01837v2,cs.CL,cs.CL,Yubo Zhang;Xingxing Zhang;Xun Wang;Si-qing Chen;Furu Wei,2022
592,Learning to Encode Text as Human-Readable Summaries using Generative Adversarial Networks,2018-10-05 18:58:35+00:00,1810.02851v1,http://arxiv.org/abs/1810.02851v1,cs.CL,cs.CL,Yau-Shian Wang;Hung-Yi Lee,2018
593,MORTY: Structured Summarization for Targeted Information Extraction from Scholarly Articles,2022-12-11 06:49:29+00:00,2212.05429v1,http://arxiv.org/abs/2212.05429v1,cs.CL,cs.CL;cs.IR,Mohamad Yaser Jaradeh;Markus Stocker;Sören Auer,2022
594,Understanding Neural Abstractive Summarization Models via Uncertainty,2020-10-15 16:57:27+00:00,2010.07882v1,http://arxiv.org/abs/2010.07882v1,cs.CL,cs.CL,Jiacheng Xu;Shrey Desai;Greg Durrett,2020
595,Attend to Medical Ontologies: Content Selection for Clinical Abstractive Summarization,2020-05-01 01:12:49+00:00,2005.00163v1,http://arxiv.org/abs/2005.00163v1,cs.CL,cs.CL,Sajad Sotudeh;Nazli Goharian;Ross W. Filice,2020
596,Natural Language Feature Selection via Cooccurrence,2014-03-08 20:10:37+00:00,1403.2004v1,http://arxiv.org/abs/1403.2004v1,cs.CL,cs.CL,Michael Stewart,2014
597,Visually Grounded Commonsense Knowledge Acquisition,2022-11-22 07:00:16+00:00,2211.12054v2,http://arxiv.org/abs/2211.12054v2,cs.CV,cs.CV;cs.AI;cs.CL,Yuan Yao;Tianyu Yu;Ao Zhang;Mengdi Li;Ruobing Xie;Cornelius Weber;Zhiyuan Liu;Hai-Tao Zheng;Stefan Wermter;Tat-Seng Chua;Maosong Sun,2022
598,Using Generic Summarization to Improve Music Information Retrieval Tasks,2015-03-23 14:48:24+00:00,1503.06666v3,http://arxiv.org/abs/1503.06666v3,cs.IR,cs.IR;cs.LG;cs.SD;H.5.5,Francisco Raposo;Ricardo Ribeiro;David Martins de Matos,2015
599,"Query-Focused Video Summarization: Dataset, Evaluation, and A Memory Network Based Approach",2017-07-16 23:11:28+00:00,1707.04960v1,http://arxiv.org/abs/1707.04960v1,cs.CV,cs.CV,Aidean Sharghi;Jacob S. Laurel;Boqing Gong,2017
600,How Domain Terminology Affects Meeting Summarization Performance,2020-11-02 02:33:59+00:00,2011.00692v2,http://arxiv.org/abs/2011.00692v2,cs.CL,cs.CL,Jia Jin Koay;Alexander Roustai;Xiaojin Dai;Dillon Burns;Alec Kerrigan;Fei Liu,2020
601,Transductive Learning for Abstractive News Summarization,2021-04-17 17:33:12+00:00,2104.09500v2,http://arxiv.org/abs/2104.09500v2,cs.CL,cs.CL;cs.AI;cs.LG,Arthur Bražinskas;Mengwen Liu;Ramesh Nallapati;Sujith Ravi;Markus Dreyer,2021
602,How well do you know your summarization datasets?,2021-06-21 19:44:06+00:00,2106.11388v1,http://arxiv.org/abs/2106.11388v1,cs.CL,cs.CL;cs.LG,Priyam Tejaswin;Dhruv Naik;Pengfei Liu,2021
603,Video Joint Modelling Based on Hierarchical Transformer for Co-summarization,2021-12-27 01:54:35+00:00,2112.13478v2,http://arxiv.org/abs/2112.13478v2,cs.CV,cs.CV,Li Haopeng;Ke Qiuhong;Gong Mingming;Zhang Rui,2021
604,DISK: Domain-constrained Instance Sketch for Math Word Problem Generation,2022-04-10 13:54:23+00:00,2204.04686v1,http://arxiv.org/abs/2204.04686v1,cs.AI,cs.AI,Tianyang Cao;Shuang Zeng;Xiaodan Xu;Mairgup Mansur;Baobao Chang,2022
605,Text Generation by Learning from Demonstrations,2020-09-16 17:58:37+00:00,2009.07839v2,http://arxiv.org/abs/2009.07839v2,cs.CL,cs.CL;cs.LG,Richard Yuanzhe Pang;He He,2020
606,Deleter: Leveraging BERT to Perform Unsupervised Successive Text Compression,2019-09-07 09:14:18+00:00,1909.03223v1,http://arxiv.org/abs/1909.03223v1,cs.CL,cs.CL,Tong Niu;Caiming Xiong;Richard Socher,2019
607,A Well-Composed Text is Half Done! Composition Sampling for Diverse Conditional Generation,2022-03-28 21:24:03+00:00,2203.15108v1,http://arxiv.org/abs/2203.15108v1,cs.CL,cs.CL,Shashi Narayan;Gonçalo Simões;Yao Zhao;Joshua Maynez;Dipanjan Das;Michael Collins;Mirella Lapata,2022
608,Usability Investigation on the Localization of Text CAPTCHAs: Take Chinese Characters as a Case Study,2016-12-04 05:34:58+00:00,1612.01070v1,http://arxiv.org/abs/1612.01070v1,cs.HC,cs.HC,Junnan Yu;Xuna Ma;Ting Han,2016
609,Controllable Citation Text Generation,2022-11-14 01:54:08+00:00,2211.07066v1,http://arxiv.org/abs/2211.07066v1,cs.CL,cs.CL,Nianlong Gu;Richard H. R. Hahnloser,2022
610,Summary Refinement through Denoising,2019-07-25 07:37:41+00:00,1907.10873v1,http://arxiv.org/abs/1907.10873v1,cs.CL,cs.CL,Nikola I. Nikolov;Alessandro Calmanovici;Richard H. R. Hahnloser,2019
611,Evaluating the Factual Consistency of Abstractive Text Summarization,2019-10-28 17:51:44+00:00,1910.12840v1,http://arxiv.org/abs/1910.12840v1,cs.CL,cs.CL,Wojciech Kryściński;Bryan McCann;Caiming Xiong;Richard Socher,2019
612,Unity in Diversity: Learning Distributed Heterogeneous Sentence Representation for Extractive Summarization,2019-12-25 16:25:29+00:00,1912.11688v1,http://arxiv.org/abs/1912.11688v1,cs.CL,cs.CL;cs.IR;cs.LG,Abhishek Kumar Singh;Manish Gupta;Vasudeva Varma,2019
613,Scaling Up Query-Focused Summarization to Meet Open-Domain Question Answering,2021-12-14 16:49:47+00:00,2112.07536v1,http://arxiv.org/abs/2112.07536v1,cs.CL,cs.CL;cs.IR,Weijia Zhang;Svitlana Vakulenko;Thilina Rajapakse;Evangelos Kanoulas,2021
614,Corpus for Automatic Structuring of Legal Documents,2022-01-31 11:12:44+00:00,2201.13125v2,http://arxiv.org/abs/2201.13125v2,cs.CL,cs.CL;cs.AI;cs.LG,Prathamesh Kalamkar;Aman Tiwari;Astha Agarwal;Saurabh Karn;Smita Gupta;Vivek Raghavan;Ashutosh Modi,2022
615,A Survey on optimization approaches to text document clustering,2014-01-10 04:47:05+00:00,1401.2229v1,http://arxiv.org/abs/1401.2229v1,cs.IR,cs.IR,R. Jensi;Dr. G. Wiselin Jiji,2014
616,Understanding the Logical and Semantic Structure of Large Documents,2017-09-03 21:38:56+00:00,1709.00770v1,http://arxiv.org/abs/1709.00770v1,cs.CL,cs.CL;cs.IR;cs.LG,Muhammad Mahbubur Rahman;Tim Finin,2017
617,Text Segmentation by Cross Segment Attention,2020-04-30 01:36:52+00:00,2004.14535v2,http://arxiv.org/abs/2004.14535v2,cs.CL,cs.CL,Michal Lukasik;Boris Dadachev;Gonçalo Simões;Kishore Papineni,2020
618,What comes next? Extractive summarization by next-sentence prediction,2019-01-12 13:00:30+00:00,1901.03859v1,http://arxiv.org/abs/1901.03859v1,cs.CL,cs.CL,Jingyun Liu;Jackie C. K. Cheung;Annie Louis,2019
619,Optimizing the Factual Correctness of a Summary: A Study of Summarizing Radiology Reports,2019-11-06 18:25:00+00:00,1911.02541v3,http://arxiv.org/abs/1911.02541v3,cs.CL,cs.CL,Yuhao Zhang;Derek Merck;Emily Bao Tsai;Christopher D. Manning;Curtis P. Langlotz,2019
620,CLIP-It! Language-Guided Video Summarization,2021-07-01 17:59:27+00:00,2107.00650v2,http://arxiv.org/abs/2107.00650v2,cs.CV,cs.CV;cs.AI;cs.MM,Medhini Narasimhan;Anna Rohrbach;Trevor Darrell,2021
621,Multi-XScience: A Large-scale Dataset for Extreme Multi-document Summarization of Scientific Articles,2020-10-27 12:10:19+00:00,2010.14235v1,http://arxiv.org/abs/2010.14235v1,cs.CL,cs.CL;cs.AI,Yao Lu;Yue Dong;Laurent Charlin,2020
622,Bottom-Up Abstractive Summarization,2018-08-31 14:55:52+00:00,1808.10792v2,http://arxiv.org/abs/1808.10792v2,cs.CL,cs.CL;cs.AI;cs.LG,Sebastian Gehrmann;Yuntian Deng;Alexander M. Rush,2018
623,To Point or Not to Point: Understanding How Abstractive Summarizers Paraphrase Text,2021-06-03 04:03:15+00:00,2106.01581v1,http://arxiv.org/abs/2106.01581v1,cs.CL,cs.CL,Matt Wilber;William Timkey;Marten Van Schijndel,2021
624,Does Pretraining for Summarization Require Knowledge Transfer?,2021-09-10 15:54:15+00:00,2109.04953v1,http://arxiv.org/abs/2109.04953v1,cs.CL,cs.CL;cs.LG,Kundan Krishna;Jeffrey Bigham;Zachary C. Lipton,2021
625,Improving the Robustness of Summarization Models by Detecting and Removing Input Noise,2022-12-20 00:33:11+00:00,2212.09928v1,http://arxiv.org/abs/2212.09928v1,cs.CL,cs.CL;cs.LG,Kundan Krishna;Yao Zhao;Jie Ren;Balaji Lakshminarayanan;Jiaming Luo;Mohammad Saleh;Peter J. Liu,2022
626,Neural Abstractive Text Summarization with Sequence-to-Sequence Models,2018-12-05 04:06:27+00:00,1812.02303v4,http://arxiv.org/abs/1812.02303v4,cs.CL,cs.CL;cs.LG;stat.ML,Tian Shi;Yaser Keneshloo;Naren Ramakrishnan;Chandan K. Reddy,2018
627,Corpora Evaluation and System Bias Detection in Multi-document Summarization,2020-10-05 05:25:43+00:00,2010.01786v1,http://arxiv.org/abs/2010.01786v1,cs.CL,cs.CL;cs.LG,Alvin Dey;Tanya Chowdhury;Yash Kumar Atri;Tanmoy Chakraborty,2020
628,Adapting Pretrained Text-to-Text Models for Long Text Sequences,2022-09-21 00:41:07+00:00,2209.10052v2,http://arxiv.org/abs/2209.10052v2,cs.CL,cs.CL,Wenhan Xiong;Anchit Gupta;Shubham Toshniwal;Yashar Mehdad;Wen-tau Yih,2022
629,ACM -- Attribute Conditioning for Abstractive Multi Document Summarization,2022-05-09 00:00:14+00:00,2205.03978v1,http://arxiv.org/abs/2205.03978v1,cs.CL,cs.CL;cs.AI,Aiswarya Sankar;Ankit Chadha,2022
630,A comparison of two suffix tree-based document clustering algorithms,2011-12-29 04:25:10+00:00,1112.6222v2,http://arxiv.org/abs/1112.6222v2,cs.IR,cs.IR;cs.AI,Muhammad Rafi;M. Maujood;M. M. Fazal;S. M. Ali,2011
631,Abstractive Headline Generation for Spoken Content by Attentive Recurrent Neural Networks with ASR Error Modeling,2016-12-26 13:13:38+00:00,1612.08375v1,http://arxiv.org/abs/1612.08375v1,cs.CL,cs.CL,Lang-Chi Yu;Hung-yi Lee;Lin-shan Lee,2016
632,Deep Transfer Reinforcement Learning for Text Summarization,2018-10-15 20:26:44+00:00,1810.06667v2,http://arxiv.org/abs/1810.06667v2,cs.LG,cs.LG;cs.CL;stat.ML;I.2.6; I.2.7; I.2.10,Yaser Keneshloo;Naren Ramakrishnan;Chandan K. Reddy,2018
633,The Factual Inconsistency Problem in Abstractive Text Summarization: A Survey,2021-04-30 08:46:13+00:00,2104.14839v3,http://arxiv.org/abs/2104.14839v3,cs.CL,cs.CL,Yichong Huang;Xiachong Feng;Xiaocheng Feng;Bing Qin,2021
634,Levenshtein Transformer,2019-05-27 07:08:12+00:00,1905.11006v2,http://arxiv.org/abs/1905.11006v2,cs.CL,cs.CL;cs.LG,Jiatao Gu;Changhan Wang;Jake Zhao,2019
635,Catching Attention with Automatic Pull Quote Selection,2020-05-27 09:59:34+00:00,2005.13263v2,http://arxiv.org/abs/2005.13263v2,cs.CL,cs.CL;cs.LG,Tanner Bohn;Charles X. Ling,2020
636,Automatic Generation of Descriptive Titles for Video Clips Using Deep Learning,2021-04-07 18:14:18+00:00,2104.03337v1,http://arxiv.org/abs/2104.03337v1,cs.CV,cs.CV;cs.AI;cs.LG,Soheyla Amirian;Khaled Rasheed;Thiab R. Taha;Hamid R. Arabnia,2021
637,Automated Evidence Collection for Fake News Detection,2021-12-13 09:38:41+00:00,2112.06507v1,http://arxiv.org/abs/2112.06507v1,cs.CL,cs.CL,Mrinal Rawat;Diptesh Kanojia,2021
638,CQASUMM: Building References for Community Question Answering Summarization Corpora,2018-11-12 18:03:45+00:00,1811.04884v1,http://arxiv.org/abs/1811.04884v1,cs.CL,cs.CL,Tanya Chowdhury;Tanmoy Chakraborty,2018
639,Specificity-Based Sentence Ordering for Multi-Document Extractive Risk Summarization,2019-09-23 14:37:30+00:00,1909.10393v1,http://arxiv.org/abs/1909.10393v1,cs.CL,cs.CL,Berk Ekmekci;Eleanor Hagerman;Blake Howald,2019
640,SueNes: A Weakly Supervised Approach to Evaluating Single-Document Summarization via Negative Sampling,2020-05-13 15:40:13+00:00,2005.06377v3,http://arxiv.org/abs/2005.06377v3,cs.CL,cs.CL;cs.IR;cs.LG;I.2.7,Forrest Sheng Bao;Hebi Li;Ge Luo;Minghui Qiu;Yinfei Yang;Youbiao He;Cen Chen,2020
641,The Rule of Three: Abstractive Text Summarization in Three Bullet Points,2018-09-28 06:04:32+00:00,1809.10867v1,http://arxiv.org/abs/1809.10867v1,cs.CL,cs.CL,Tomonori Kodaira;Mamoru Komachi,2018
642,Automatic Summarization of Soccer Highlights Using Audio-visual Descriptors,2014-11-24 15:56:43+00:00,1411.6496v1,http://arxiv.org/abs/1411.6496v1,cs.IR,cs.IR,Arnau Raventos;Raul Quijada;Luis Torres;Francesc Tarres,2014
643,Assemble Foundation Models for Automatic Code Summarization,2022-01-13 21:38:33+00:00,2201.05222v2,http://arxiv.org/abs/2201.05222v2,cs.SE,cs.SE;cs.LG,Jian Gu;Pasquale Salza;Harald C. Gall,2022
644,Hierarchical Annotation for Building A Suite of Clinical Natural Language Processing Tasks: Progress Note Understanding,2022-04-06 18:38:08+00:00,2204.03035v1,http://arxiv.org/abs/2204.03035v1,cs.CL,cs.CL;cs.AI;cs.CY,Yanjun Gao;Dmitriy Dligach;Timothy Miller;Samuel Tesch;Ryan Laffin;Matthew M. Churpek;Majid Afshar,2022
645,ChatGPT as a Factual Inconsistency Evaluator for Text Summarization,2023-03-27 22:30:39+00:00,2303.15621v2,http://arxiv.org/abs/2303.15621v2,cs.CL,cs.CL,Zheheng Luo;Qianqian Xie;Sophia Ananiadou,2023
646,Classify or Select: Neural Architectures for Extractive Document Summarization,2016-11-14 03:54:10+00:00,1611.04244v1,http://arxiv.org/abs/1611.04244v1,cs.CL,cs.CL,Ramesh Nallapati;Bowen Zhou;Mingbo Ma,2016
647,Query Focused Multi-Document Summarization with Distant Supervision,2020-04-06 22:35:19+00:00,2004.03027v1,http://arxiv.org/abs/2004.03027v1,cs.CL,cs.CL;cs.IR;cs.LG,Yumo Xu;Mirella Lapata,2020
648,Court Judgement Labeling Using Topic Modeling and Syntactic Parsing,2022-08-03 06:32:16+00:00,2208.04225v2,http://arxiv.org/abs/2208.04225v2,cs.IR,cs.IR;cs.LG,Yuchen Liu,2022
649,Neural Summarization by Extracting Sentences and Words,2016-03-23 16:05:46+00:00,1603.07252v3,http://arxiv.org/abs/1603.07252v3,cs.CL,cs.CL,Jianpeng Cheng;Mirella Lapata,2016
650,PerSum: Novel Systems for Document Summarization in Persian,2016-06-09 23:32:41+00:00,1606.03143v1,http://arxiv.org/abs/1606.03143v1,cs.CL,cs.CL,Saeid Parvandeh;Shibamouli Lahiri;Fahimeh Boroumand,2016
651,Reader-Aware Multi-Document Summarization: An Enhanced Model and The First Dataset,2017-08-03 09:18:16+00:00,1708.01065v1,http://arxiv.org/abs/1708.01065v1,cs.CL,cs.CL;cs.AI,Piji Li;Lidong Bing;Wai Lam,2017
652,Systematically Exploring Redundancy Reduction in Summarizing Long Documents,2020-11-30 19:07:27+00:00,2012.00052v1,http://arxiv.org/abs/2012.00052v1,cs.CL,cs.CL,Wen Xiao;Giuseppe Carenini,2020
653,Entity Commonsense Representation for Neural Abstractive Summarization,2018-06-14 12:41:50+00:00,1806.05504v1,http://arxiv.org/abs/1806.05504v1,cs.CL,cs.CL,Reinald Kim Amplayo;Seonjae Lim;Seung-won Hwang,2018
654,WikiMulti: a Corpus for Cross-Lingual Summarization,2022-04-23 16:47:48+00:00,2204.11104v1,http://arxiv.org/abs/2204.11104v1,cs.CL,cs.CL,Pavel Tikhonov;Valentin Malykh,2022
655,ExtraPhrase: Efficient Data Augmentation for Abstractive Summarization,2022-01-14 06:14:34+00:00,2201.05313v1,http://arxiv.org/abs/2201.05313v1,cs.CL,cs.CL,Mengsay Loem;Sho Takase;Masahiro Kaneko;Naoaki Okazaki,2022
656,Analyzing and Evaluating Faithfulness in Dialogue Summarization,2022-10-21 07:22:43+00:00,2210.11777v1,http://arxiv.org/abs/2210.11777v1,cs.CL,cs.CL,Bin Wang;Chen Zhang;Yan Zhang;Yiming Chen;Haizhou Li,2022
657,MACSum: Controllable Summarization with Mixed Attributes,2022-11-09 17:17:37+00:00,2211.05041v1,http://arxiv.org/abs/2211.05041v1,cs.CL,cs.CL,Yusen Zhang;Yang Liu;Ziyi Yang;Yuwei Fang;Yulong Chen;Dragomir Radev;Chenguang Zhu;Michael Zeng;Rui Zhang,2022
658,DualSC: Automatic Generation and Summarization of Shellcode via Transformer and Dual Learning,2022-02-20 10:55:24+00:00,2202.09785v1,http://arxiv.org/abs/2202.09785v1,cs.SE,cs.SE,Guang Yang;Xiang Chen;Yanlin Zhou;Chi Yu,2022
659,Hierarchical Interaction Networks with Rethinking Mechanism for Document-level Sentiment Analysis,2020-07-16 16:27:38+00:00,2007.08445v4,http://arxiv.org/abs/2007.08445v4,cs.CL,cs.CL,Lingwei Wei;Dou Hu;Wei Zhou;Xuehai Tang;Xiaodan Zhang;Xin Wang;Jizhong Han;Songlin Hu,2020
660,Document Clustering based on Topic Maps,2011-12-29 04:15:48+00:00,1112.6219v1,http://arxiv.org/abs/1112.6219v1,cs.IR,cs.IR;cs.AI,Muhammad Rafi;M. Shahid Shaikh;Amir Farooq,2011
661,Diverse Beam Search for Increased Novelty in Abstractive Summarization,2018-02-05 15:17:01+00:00,1802.01457v1,http://arxiv.org/abs/1802.01457v1,cs.CL,cs.CL,André Cibils;Claudiu Musat;Andreea Hossman;Michael Baeriswyl,2018
662,Reinforced Generative Adversarial Network for Abstractive Text Summarization,2021-05-31 17:34:47+00:00,2105.15176v2,http://arxiv.org/abs/2105.15176v2,cs.CL,cs.CL;cs.LG,Tianyang Xu;Chunyun Zhang,2021
663,New Alignment Methods for Discriminative Book Summarization,2013-05-06 20:27:55+00:00,1305.1319v1,http://arxiv.org/abs/1305.1319v1,cs.CL,cs.CL,David Bamman;Noah A. Smith,2013
664,Deep Recurrent Generative Decoder for Abstractive Text Summarization,2017-08-02 07:47:14+00:00,1708.00625v1,http://arxiv.org/abs/1708.00625v1,cs.CL,cs.CL;cs.AI,Piji Li;Wai Lam;Lidong Bing;Zihao Wang,2017
665,Spurious Correlations in Reference-Free Evaluation of Text Generation,2022-04-21 05:32:38+00:00,2204.09890v1,http://arxiv.org/abs/2204.09890v1,cs.CL,cs.CL,Esin Durmus;Faisal Ladhak;Tatsunori Hashimoto,2022
666,IoT Data Discovery: Routing Table and Summarization Techniques,2022-03-21 08:12:54+00:00,2203.10791v2,http://arxiv.org/abs/2203.10791v2,cs.NI,cs.NI;cs.DC;cs.IR,Hieu Tran;Son Nguyen;I-Ling Yen;Farokh Bastani,2022
667,A Hierarchical Structured Self-Attentive Model for Extractive Document Summarization (HSSAS),2018-05-20 17:16:49+00:00,1805.07799v1,http://arxiv.org/abs/1805.07799v1,cs.CL,cs.CL,Kamal Al-Sabahi;Zhang Zuping;Mohammed Nadher,2018
668,A Divide-and-Conquer Approach to the Summarization of Long Documents,2020-04-13 20:38:49+00:00,2004.06190v3,http://arxiv.org/abs/2004.06190v3,cs.CL,cs.CL,Alexios Gidiotis;Grigorios Tsoumakas,2020
669,Evaluating Factuality in Generation with Dependency-level Entailment,2020-10-12 06:43:10+00:00,2010.05478v2,http://arxiv.org/abs/2010.05478v2,cs.CL,cs.CL,Tanya Goyal;Greg Durrett,2020
670,An overview of event extraction and its applications,2021-11-05 01:37:47+00:00,2111.03212v1,http://arxiv.org/abs/2111.03212v1,cs.CL,cs.CL;cs.AI;cs.LG,Jiangwei Liu;Liangyu Min;Xiaohong Huang,2021
